index,TOOL,EVENT_ID,DATE_TIME,TRANSACTION_CODE,NEW_AVAILABLE_CODE,COMMENT,Problem,Actions,Category
400,RIE03     ,0,2/16/2026 12:19,DOWN,D,"RUNNING SLIM ETCH RATE QUAL SLIM67, . During QUAL TOOL ALARMED;, SLIM MONITOR sits in the module when, alarmed occured:, RF1 reflected is out of compliance., PLS CHECK.","During SLIM etch rate qualification (SLIM67), the tool alarmed while the SLIM monitor wafer was in the module; the issue was RF1 reflected out of compliance.",PLS CHECK,Etch Rate issues
401,RIE03     ,0,2/16/2026 15:34,UMIP,D,"RF2 matching network had intermitting, can not reach the preset position, at 49 (stucked at 28). Then RF2 ON had h, caused RF1 shutdown. The tool alarmed, for RF1 but actual cause is RF2.,    Ajit/Von","RF2 matching network intermittent failure; unable to reach the preset position (49), stuck at 28. RF2 ON issue then caused RF1 shutdown, and the tool alarmed on RF1 though the actual cause was RF2.",,RF match box or connection issues
402,RIE03     ,0,2/17/2026 14:17,UMIP,D,"UPDATE: Run the Etchrate recipe ICP,         RF setpoint at 500w was having,         @100w ref. Run same recipe did,         manually tuned, the MB was able,         or capable of tuning down the,         ref under 5w. Continuing...,                          Ajit/Manny",RF setpoint at 500 W had high reflected power (@100 W reflected).,Ran the same recipe again and manually tuned; motherboard/MB was able to tune reflected power down under 5 W; continuing.,RF voltage is out of compliance
404,RIE03     ,0,2/17/2026 16:56,DOWN,D,"ALARMED: RF2 REFLECTED POWER OUT OF, COMPLIANCE LIMIT., SLOT 1 : SLIM 67 DURING QUAL ALARMED;, PLS.CHECK. THANKS., SLIM WAFER SITS IN THE CHAMBER.",RF2 reflected power out of compliance limit alarm during qualification; slim wafer remains in the chamber.,Please check; remove/check slim wafer sitting in the chamber.,RF voltage is out of compliance
406,RIE03     ,0,2/17/2026 17:44,DOWN,D,ETCH RATE QUALS FAILED 2X..PLS CHECK,Etch rate qualification failed twice.,Please check.,Etch Rate issues
408,RIE03     ,0,2/17/2026 22:57,UMQUAL,D,"Etch Rate Qual Result, ETCHRATE(SLIM66)  FAILED,     B =  1001.56,     A =   996.60,     D =     4.96,    ER =   1.239,   SPEC LIMIT = 28+/-3  (25-31),         ********************",Etch Rate Qual Result failed; etch rate ER = 1.239 is out of spec compared with SPEC LIMIT = 28+/-3 (25-31).,,Etch Rate issues
409,RIE03     ,0,2/17/2026 22:57,DOWN,D,Etch rate failed again,Etch rate failed again,,Etch Rate issues
410,RIE03     ,0,2/18/2026 13:17,UMIP,D,"took out the RF2 Match and send it, out for evaluation.",RF2 Match issue; unit was removed and sent out for evaluation.,took out the RF2 Match and sent it out for evaluation,RF match box or connection issues
412,RIE03     ,0,2/21/2026 0:37,DOWN,D,SLIM ETCH RATE STILL FAIL PLS. CHK.,SLIM etch rate still failing.,Please check.,Etch Rate issues
414,RIE03     ,0,2/21/2026 16:37,TIMSPMDOWN,D,PMWAIV1 expired!,PMWAIV1 expired,,PMWAIV1/PMWAIV2
415,RIE03     ,0,2/21/2026 22:03,EWAIT,U,,PMWAIV1 expired,,PMWAIV1/PMWAIV2
416,RIE03     ,0,2/21/2026 23:28,DOWN,D,"RF1 RF/DC voltage is out of compliance, Setpoint=45.0+/-40.0. Actual =0.7V, Slot1-2: Processed, Slot  3: Wafer is inside the chamber, Slot4-12: Process not started",RF1 RF/DC voltage out of compliance; actual voltage is far below the allowed setpoint range.,,RF voltage is out of compliance
417,RIE03     ,0,2/22/2026 3:09,TIMSPMWV2,U,PMWAIV2,PMWAIV2,,PMWAIV1/PMWAIV2
418,RIE03     ,0,2/22/2026 23:37,DOWN,D,"  RF1 RF/DC voltage is out of compliance,   Setpoint=45.0+/-40.0. Actual =1.0V,   Slot1 dummy done,   Slot  2: Wafer is inside the chamber,   Slot3-11: still in ll pls. chk.",RF1 RF/DC voltage out of compliance; actual voltage is far below the allowed setpoint range while wafer/slot handling is incomplete.,pls. chk.; Slot1 dummy done; Slot 2 wafer is inside the chamber,RF voltage is out of compliance
419,RIE03     ,0,2/23/2026 0:42,EWAIT,U,,RF1 RF/DC voltage out of compliance; actual voltage is far below the allowed setpoint range while wafer/slot handling is incomplete.,pls. chk.; Slot1 dummy done; Slot 2 wafer is inside the chamber,RF voltage is out of compliance
420,RIE03     ,0,2/23/2026 10:07,DOWN,D,2X SLIM ETCH RATE FAILED...PLS. CHECK.,SLIM etch rate failed,Please check,Etch Rate issues
421,RIE03     ,0,2/23/2026 12:47,DOWN,D,"PER MEVC TOOL DOWN FOR STILL FAILING, SLIM ETCH RATE..SEE RESULT BELOW..",MEVC tool down due to still failing with slim etch rate.,See result below.,Etch Rate issues
423,RIE03     ,0,2/23/2026 23:36,DOWN,D,"RF1 RF/DC voltage is out of compliance, Setoint=45.0+/- 40.0. Actual=1.0V, Run #AW Rcp:PP3_ASH_6W_7M, Slot1-4: Processed, Slot5  : Wfr is inside the chamber, Slot6  : Wfr is @LL. Process not started","RF1 RF/DC voltage out of compliance; actual voltage 1.0V is outside setpoint tolerance, causing process not started.",,RF voltage is out of compliance
425,RIE03     ,0,2/25/2026 12:17,UMIP,D,EE to install a new RF1 match box.,RF1 match box issue requiring replacement/installation of a new RF1 match box.,EE to install a new RF1 match box.,RF match box or connection issues
426,RIE03     ,0,2/25/2026 19:35,DOWN,D,"RF1 RF/DC voltage is out of compliance, Setpoint =70.0 +/- 40.0 Actual = 0.0 V,  SLIM 37 inside PM2., Pls chk.Thanks!",RF1 RF/DC voltage out of compliance at SLIM 37 inside PM2; actual voltage is 0.0 V versus expected range around setpoint.,Please check SLIM 37 inside PM2.,RF voltage is out of compliance
427,RIE03     ,0,2/26/2026 0:01,DOWN,D,"RF1 RF/DC voltage is out of compliance, Setpoint =70.0 +/- 40.0 Actual = 0.0 V,  SLIM 36 inside PM2., Pls chk.Thanks!",RF1 RF/DC voltage is out of compliance; actual voltage is 0.0 V at SLIM 36 inside PM2.,Please check SLIM 36 inside PM2.,RF voltage is out of compliance
428,RIE03     ,0,2/26/2026 1:11,DOWN,D,"RF1 RF/DC voltage is out of compliance, Setpoint =70.0 +/- 40.0 Actual = 0.0 V, Step :8 ""Process step @ 0:10.4,  SLIM 66 inside PM2., Pls chk.Thanks!",RF1 RF/DC voltage out of compliance; actual voltage is 0.0 V during process step 8 in PM2.,Please check PM2.,RF voltage is out of compliance
431,RIE03     ,0,2/26/2026 12:29,DOWN,D,ETCHRATE QUAL FAILED 2X.,Etch rate qualification failed twice.,,Etch Rate issues
432,RIE03     ,0,2/26/2026 12:32,UMIP,D,"Slim etch rate still low, running 3, PR wafers for conditioning in progress.",Slim etch rate still low,running 3 PR wafers for conditioning in progress,Etch Rate issues
433,RIE03     ,0,2/26/2026 14:47,DOWN,D,"tool alarm.RF1 RF/DC voltage is out, of compliance.Slim monitor wafer inside, the tool.",RF1 RF/DC voltage is out of compliance; slim monitor wafer inside the tool.,,RF voltage is out of compliance
434,RIE03     ,0,2/26/2026 14:48,UMIP,D,There is RF1 issue on N2O2_100s recipe.,RF1 issue on N2O2_100s recipe,,Recipe issues
436,RIE03     ,0,3/1/2026 5:53,DOWN,D," RF2 actual out of compliance,  Setpoint =600.0+/- 10.0 Actual = 1,494., .0W JOB (AU)STEP.6 PROCESS STEP @ 0:10:6, SLOT#1 DUMMY DONE,      #2 ALARM, SLOT#3 T0 7 STILL IN LL PLS. CHK.",RF2 actual power out of compliance/alarm during process step; actual RF2 power 1494.0 W exceeds the setpoint tolerance of 600.0 +/- 10.0 W. Slot #3 T0 7 still in load lock.,Please check Slot #3 still in load lock.,RF voltage is out of compliance
439,RIE03     ,0,3/3/2026 1:32,DOWN,D,"RF1 RF/DC Voltage is out of compliance, Setpoint=70.0 +/- 40.0 Actual=0.2V, Slot1-5 processed, Slot6   Wfr inside the chamber (Mon),         ***********************",RF1 RF/DC Voltage is out of compliance; actual voltage is far below setpoint while wafer remains inside chamber.,,RF voltage is out of compliance
441,RIE03     ,0,3/3/2026 5:59,EWAIT,U,,Failed to tune-in.,Abort wafer; Tested recipe N2O2_100s with dummy; Qual as needed.,Tuning issues
442,RIE03     ,0,3/3/2026 5:59,EWAIV,U,,Failed to tune-in.,Abort wafer; Tested recipe N2O2_100s with dummy; Qual as needed.,Tuning issues
443,RIE03     ,0,3/4/2026 23:31,DOWN,D,"RF1 RF/DC Voltage is out of compliance, Setpoint=70.0 +/- 40.0 Actual=0.2V, Slot1 DONE, Slot2  INSIDE PM2, SLOT3 TO 10 STILL INSIDE LL,  PLS CHK.THANKS!",RF1 RF/DC Voltage is out of compliance; actual voltage 0.2V is far below the setpoint range.,Please check. Slot1 done; Slot2 inside PM2; Slot3 to 10 still inside LL.,RF voltage is out of compliance
444,RIE03     ,0,3/5/2026 0:07,DOWN,D,"RF1 RF/DC Voltage is out of compliance, Setpoint=70.0 +/- 40.0 Actual=0.2V, Slot1 DONE, Slot4  INSIDE PM2, SLOT5 TO 10 STILL INSIDE LL,  PLS CHK.THANKS!",RF1 RF/DC Voltage is out of compliance; actual voltage 0.2V is far below the setpoint range.,"Please check; Slot1 done, Slot4 inside PM2, Slot5 to 10 still inside LL.",RF voltage is out of compliance
446,RIE03     ,0,3/5/2026 20:18,DOWN,D,"RF1 RF/DC Voltage is out of compliance, Setpoint=70.0 +/- 40.0 Actual=0.2V, Slot 1 (DUMMY)  = DONE, Slot 2 (5B55F)  = INSIDE PM2, SLOT 3 TO 8 still inside cassette!,  Pls chk.Thanks!","RF1 RF/DC Voltage is out of compliance; setpoint 70.0 +/- 40.0, actual 0.2V.",Please check.,RF voltage is out of compliance
448,RIE03     ,0,3/6/2026 3:51,DOWN,D,"RF1 RF/DC Voltage is out of compliance, Setpoint=70.0 +/- 40.0 Actual=0.2V, Slot 1 (DUMMY)  = Inside PM2, Slot 2 To 4 still inside cassette!,  Pls chk.Thanks!",RF1 RF/DC Voltage is out of compliance; actual voltage is far below the setpoint range.,Please check.,RF voltage is out of compliance
451,RIE03     ,0,3/10/2026 5:15,DOWN,D,"RF1 RF/DC voltage is out of compliance, Setpoint=50.0 +/- 40.0, Actual=0.2 V, Slot1: Processed, Slot2: Wafer is inside the chamber, Slot3-8: Process not started, Rcp:TMR_FLTR_RIE  (DT7K),        **************************",RF1 RF/DC voltage is out of compliance; actual voltage is far below the allowed range.,,RF voltage is out of compliance
453,RIE03     ,0,3/13/2026 19:30,DOWN,D,"slot#1 dummy done per tda#,     #2 alarm,   DUMMY2 SLOT#2 : N202_1.8SCCM_115S, pls. chk.",Slot #2 alarm during dummy run: DUMMY2 SLOT#2 : N202_1.8SCCM_115S,pls. chk.,Recipe issues
454,RIE03     ,0,3/13/2026 21:49,DOWN,D," RF1 RF/DC voltage is out of compliance,  Setpoint=50.0 +/- 40.0, Actual=0.2 V,  Slot1: Processed,  Slot2: Wafer is inside the chamber,  Slot3-12 Process not started,  Rcp:TMR_FLTR_RIE  (DT7K), RUN#AB PLS CHK.",RF1 RF/DC voltage out of compliance; actual voltage 0.2 V is far below the setpoint range during recipe TMR_FLTR_RIE run.,PLS CHK,RF voltage is out of compliance
456,RIE03     ,0,3/14/2026 10:53,EWAIV,U,"Do not run non TMR-FLTR-RIE & N202, Allowed MPL1024,PP3_ASH & UU9Q recipes.","Recipe restriction/interlock: only TMR-FLTR-RIE & N202 and recipes MPL1024, PP3_ASH & UU9Q are allowed; running other recipes is not permitted.","Do not run recipes other than TMR-FLTR-RIE & N202; allow/use only MPL1024, PP3_ASH & UU9Q recipes.",Recipe issues
459,RIE03     ,0,3/16/2026 16:49,DOWN,D,"'LARMED:, RF1 RF DC Voltage is out of compliance., PLEASE CHECK., TOOL RUN # AX, SLOT 1:> DUMMY DONE PROCESSED., SLOT 2:> PROD WAFER SITS IN PM1 MODULE, when alarmed occured., SLOT 3 THRU 4 DUMMY AND PROD WAFER STILL, in LL not process., PLEASE CHECK.",RF1 RF DC Voltage is out of compliance; tool alarm occurred with a prod wafer sitting in PM1 module and slot 3 thru 4 wafers still in LL not processed.,PLEASE CHECK.,RF voltage is out of compliance
461,RIE03     ,0,3/16/2026 21:38,DOWN,D,"RF1/ RF/DC voltage is out of compliance, Setpoint=70.0+/-40.0, Actual=0.2 V, slot1: Dummy Processed, Slot2:wfr 6A0H1 is inside the chamber, Slot3-4: process did not start","RF1/RF/DC voltage out of compliance; actual voltage far below allowed range, causing process not to start for slots 3-4.",,RF voltage is out of compliance
463,RIE03     ,0,3/21/2026 7:33,DOWN,D,"Dummy test for TDA# 41550 got an alarm, RF1 RF/DC Voltage is out of compliance., Setpoint=70.0 +/- 40.0.Actual=0.2V, on slot# 1.",RF1 RF/DC Voltage out of compliance alarm during dummy test on slot 1; actual voltage 0.2 V is far below the allowed setpoint range.,,RF voltage is out of compliance
470,RIE03     ,0,3/31/2026 7:22,TIMSPMDOWN,D,PMWAIV1 expired!,PMWAIV1 expired,,PMWAIV1/PMWAIV2
471,RIE03     ,0,3/31/2026 18:55,DOWN,D,SLIM ETCH RATE FAILED 2X,SLIM etch rate failed 2X,,Etch Rate issues
472,RIE03     ,0,4/4/2026 13:33,DOWN,D,"Tool alarm. RF1 RF/DC voltage is out, compliance.Setpoint= 70.0 +/- 40.0, Actual= 0.2 V., RIGHT CASSETTE      TOOL RUN# AD, slot# 1    : dummy wafer done,       2    : wAFER inside chamber,       3-10 : wafer still at cassette,              (not process yet).",RF1 RF/DC voltage out of compliance/alarm; actual voltage 0.2 V is outside the allowed setpoint range.,,RF voltage is out of compliance
475,RIE03     ,0,4/7/2026 11:27,DOWN,D,"Tool does not pass SLIM ER qual normally, Maint, please do following w operators:, 1. Run SLIM ER qual, 2. Change ""RF2 go on delay"" 5s -> 2s, 3. Run SLIM ER qual 2x, 4. Change ""RF2 go on delay"" 2s -> 5s, 5. Run SLIM ER qual again., If step 3 quals are in spec, RTP.",Tool does not pass SLIM ER qual normally.,"1. Run SLIM ER qual; 2. Change RF2 go on delay from 5s to 2s; 3. Run SLIM ER qual 2 times; 4. Change RF2 go on delay from 2s to 5s; 5. Run SLIM ER qual again; If step 3 quals are in spec, RTP.",Etch Rate issues
476,RIE03     ,0,4/9/2026 5:34,DOWN,D,TM could not pump down below atmosphere,TM could not pump down below atmosphere,,Pump issues
478,RIE03     ,0,4/12/2026 22:04,DOWN,D," Tool alarm. RF1 RF/DC voltage is out,  compliance.Setpoint= 70.0 +/- 40.0,  Actual= 0.2 V.,  RIGHT CASSETTE      TOOL RUN# Aj1234,  slot# 1    : dummy wafer alarm,        2-6 : wafer still at cassette,               (not process yet).,           pls. chk.",Tool alarm: RF1 RF/DC voltage out of compliance; dummy wafer alarm on slot 1. Slots 2-6 wafers still at cassette and not processed yet.,pls. chk.,RF voltage is out of compliance
480,RIE03     ,0,4/14/2026 2:18,DOWN,D,TM could not pump down below atmosohere,TM could not pump down below atmosphere,,Pump issues
482,RIE03     ,0,4/14/2026 14:12,DOWN,D,"PLEASE CHECK AFTER RIE03 PROCESSED, NOTICE A SCRATCHES ON BLK K ...PER, MEVC TOOL DOWN TO CHECK.","After RIE03 processed, scratches were noticed on BLK K wafer; MEVC tool taken down for checking.",MEVC tool down to check,Scrath issues
484,RIE03     ,0,4/15/2026 6:16,DOWN,D,SLIM ETCH FAILED 2X. PLEASE CHECK.,SLIM ETCH failed twice.,Please check.,Etch Rate issues
486,RIE03     ,0,4/22/2026 14:28,DOWN,D,"Tool alarm. RF1 RF/DC voltage is out, compliance.Setpoint= 50.0 +/- 40.0, Actual= 0.2 V., RIGHT CASSETTE      TOOL RUN# AY, slot# 1    : dummy wafer alarm,       2    : wafer got alarm,       3-12 : (not process yet).",RF1 RF/DC voltage out of compliance; dummy wafer alarm on slot 1 and wafer got alarm on slot 2.,,RF voltage is out of compliance
488,RIE03     ,0,4/24/2026 11:43,DOWN,D,"tool alarm: RF1 RF/DC voltage is out, of compliance.Setpoint=70.0 +/-40.0,, Actual=0.2V.  JOb""AR"",Step 8""process, step@0:10.4, RIGHT CASSETTE       TOOL RUN# AR, Slot# 1    : Dummy wafer done,       2    : wafer inside chamber,       3-12 : wafer at cassette,              (not process yet)","RF1 RF/DC voltage out of compliance; setpoint 70.0 +/-40.0, actual 0.2V during process step 8.",,RF voltage is out of compliance
489,RIE03     ,0,4/25/2026 6:00,DOWN,D," tool alarm: RF1 RF/DC voltage is out,  of compliance.Setpoint=50.0 +/-40.0,,  Actual=0.2V.  JOb""Ax"",Step 8""process,  step@0:21.0,  RIGHT CASSETTE       TOOL RUN# Ax,  Slot# 1    : Dummy wafer alarm,        2 to 8 wafer still in ll pls. chk","RF1 RF/DC voltage out of compliance alarm during Job Ax Step 8 process; actual voltage was far below the allowed setpoint range. Dummy wafer alarm also noted, with wafers 2 to 8 still in LL.",pls. chk,RF voltage is out of compliance
491,RIE03     ,0,4/25/2026 9:10,UP,U,"Back for production.As per maint, previous status that N202 & TMR-FLTR-RIE, process are not stable.Other recipes, are fine.See previous status for more, details.","N202 and TMR-FLTR-RIE processes are not stable; tool is back for production, while other recipes are fine.",Back for production; see previous status for more details.,Recipe issues
492,RIE03     ,0,4/30/2026 1:18,DOWN,D,"Having problem for TM to pumpdown below, atmosphere",TM cannot pump down below atmosphere.,,Pump issues
494,RIE03     ,0,5/6/2026 2:18,EWAIV,U,,TM unable to pump down below atmosphere due to dirty o-ring.,Wiped the LL door o-ring and tried again; chamber pumped down.,Pump issues
495,RIE03     ,0,5/6/2026 15:19,TIMSPMDOWN,D,PMWAIV1 expired!,PMWAIV1 expired,,PMWAIV1/PMWAIV2
496,RIE03     ,0,5/6/2026 19:23,EWAIV,U,,PMWAIV1 expired,,PMWAIV1/PMWAIV2
497,RIE03     ,0,5/7/2026 11:55,EWAIV,U,,PMWAIV1 expired,,PMWAIV1/PMWAIV2
498,RIE03     ,0,5/7/2026 16:23,TIMSPMWV2,U,PMWAIV2,PMWAIV2,,PMWAIV1/PMWAIV2
499,RIE03     ,0,5/7/2026 18:52,TIMSPMDOWN,D,PMWAIV2 expired,PMWAIV2 expired,,PMWAIV1/PMWAIV2
500,RIE03     ,0,5/7/2026 22:29,EWAIV,U,,PMWAIV2 expired,,PMWAIV1/PMWAIV2
501,RIE03     ,0,5/8/2026 0:02,EWAIV,U,,PMWAIV2 expired,,PMWAIV1/PMWAIV2
502,RIE03     ,0,5/8/2026 3:54,TIMSPMWV2,U,PMWAIV2,PMWAIV2,,PMWAIV1/PMWAIV2
503,RIE03     ,0,5/9/2026 4:55,EWAIT,U,,PMWAIV2,,PMWAIV1/PMWAIV2
504,RIE03     ,0,5/9/2026 14:08,EWAIT,U,,PMWAIV2,,PMWAIV1/PMWAIV2
505,RIE03     ,0,5/9/2026 18:28,TIMSPMWV2,U,PMWAIV2,PMWAIV2,,PMWAIV1/PMWAIV2
506,RIE03     ,0,5/9/2026 19:27,TIMSPMDOWN,D,PMWAIV2 expired,PMWAIV2 expired,,PMWAIV1/PMWAIV2
507,RIE03     ,0,5/10/2026 8:28,DOWN,D,SLIM E/R TEST FAILED 2X.,SLIM E/R test failed twice.,,Etch Rate issues
509,RIE03     ,0,5/10/2026 14:55,UMQUAL,D,Did SLIM er and N202 qual.,SLIM ER and N202 qualification issue indicated.,,Etch Rate issues
510,RIE03     ,0,5/13/2026 17:57,DOWN,D,"RF2actual is out of compliance. Setpoint, =600 +/-10v, actual is 0.00, JOB# AL, Step 7 @5:43:5. PP3 ASH 6W 7M, SLOT #1  = DUMMY, SLOT #2  = GOT ALARM, SLOT #3  = NOT PROCESS YET.","RF2 actual voltage is out of compliance/alarm condition: setpoint 600 +/-10 V, but actual reading is 0.00 V at Step 7.",,RF voltage is out of compliance
512,RIE03     ,0,5/19/2026 12:15,DOWN,D,LL. WAFER sensor/scanner not mapping.,LL wafer sensor/scanner not mapping.,,System Operating issues
514,RIE03     ,0,5/26/2026 20:33,DOWN,D,"RF1 RF/DC voltage is out of compliance, Setpoint=70.0+/-40.0, Actual=0.0V, Job:AF1-4,Step8 Process step 20.10.5, Slot1 : Dummy Processed, Slot2 : 6A20G Wfr is inside the chamber, Slot3-12: Process did not start, Pls chk. Thanks;)","RF1 RF/DC voltage out of compliance; actual voltage is 0.0V versus setpoint tolerance, causing process not to start.","Please check tool/chamber; Dummy processed in Slot1, wafer 6A20G remains inside chamber in Slot2.",RF voltage is out of compliance
